Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Cluster,Cluster Label
21,68,2,2,0,9,79,1,1,1,0,0,0,0,4,0,2,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
19,94,2,2,0,7,97,2,1,0,2,2,1,1,3,0,1,2,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,62,0,1,0,7,96,2,1,2,1,2,1,1,4,0,1,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,69,0,2,1,7,52,1,1,0,1,2,1,0,3,0,2,2,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
8,100,0,0,1,6,71,2,1,0,1,0,1,2,2,0,2,2,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
13,77,1,2,1,6,76,1,0,1,2,1,0,1,4,0,0,1,1,62,2,
19,88,1,2,1,5,68,0,1,1,1,1,1,2,5,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,67,1,2,0,8,52,2,1,1,2,1,1,0,2,1,0,1,0,60,1,
20,84,1,1,0,7,74,1,1,1,0,2,1,1,3,0,2,2,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,89,2,2,1,7,99,2,1,0,2,0,1,2,2,0,1,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
8,73,2,0,1,10,54,2,1,2,2,2,1,2,3,0,1,2,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,93,1,1,1,6,91,1,1,1,0,2,1,0,3,0,2,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
9,84,0,0,1,7,60,0,1,1,1,2,0,2,3,0,0,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
25,76,2,2,1,7,79,2,1,2,2,2,1,2,2,0,0,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,82,0,2,0,9,69,1,1,2,2,2,0,1,3,0,0,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,83,2,1,0,7,67,2,1,3,1,1,1,0,4,0,1,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,67,2,2,1,7,94,1,1,0,0,1,0,2,2,0,2,1,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,76,2,2,1,10,99,0,1,1,2,2,1,1,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,74,2,2,0,6,69,2,1,2,1,0,1,2,4,0,2,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,76,2,2,1,7,82,2,1,2,2,2,1,2,4,0,0,0,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,90,2,2,0,8,78,2,1,1,1,2,0,1,3,0,1,1,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,79,0,0,1,6,54,1,1,1,1,2,1,1,1,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,98,0,1,1,8,52,2,1,3,1,0,1,1,3,0,0,1,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
25,72,2,2,0,6,89,1,1,3,1,0,1,1,5,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
30,77,2,1,1,9,70,2,1,0,2,0,1,1,1,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,91,0,2,1,8,65,1,1,0,2,0,1,1,2,0,1,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,82,0,0,0,7,99,1,1,3,2,2,1,2,3,0,2,1,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,82,2,1,0,5,54,2,1,2,2,2,1,1,2,0,0,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
12,62,0,0,1,6,63,0,1,0,1,2,0,0,2,0,1,2,1,61,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,76,1,0,1,7,93,2,1,2,1,2,1,0,2,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,71,1,2,1,8,71,1,1,1,1,1,1,1,2,0,2,2,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
9,100,1,1,0,7,79,2,1,1,1,2,1,2,2,0,2,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,95,2,0,0,8,96,2,1,3,2,1,1,0,6,0,2,2,1,73,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,87,1,1,0,8,57,2,0,3,0,0,1,2,4,0,1,2,1,66,0,
13,74,0,0,1,7,61,2,1,2,1,2,1,2,3,0,1,1,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,82,2,0,1,7,58,2,1,0,2,2,1,0,4,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,94,2,2,1,7,75,1,1,0,1,0,1,1,3,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,95,1,0,1,6,91,0,1,1,2,0,1,1,4,0,0,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,66,2,2,0,9,63,2,1,3,2,2,0,1,3,0,1,2,1,63,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
26,74,1,2,0,8,57,2,1,0,2,2,0,2,1,0,1,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
30,73,0,2,1,9,70,1,1,0,2,2,1,0,4,0,0,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,62,0,1,0,6,99,2,1,2,2,2,0,0,3,0,1,0,0,62,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
16,84,2,0,1,8,51,1,1,0,2,2,1,0,3,0,2,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,94,1,1,1,9,75,2,1,3,1,2,0,1,2,0,2,1,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
18,75,0,2,1,9,83,2,1,2,1,2,1,2,4,1,2,1,0,67,3,
19,90,2,0,1,5,90,1,1,0,1,2,1,1,2,0,0,0,0,94,3,
24,85,2,2,1,7,87,0,1,2,2,2,0,1,2,0,1,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
9,75,2,2,0,7,54,1,1,2,1,2,1,2,4,0,1,2,0,61,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
28,66,0,2,1,9,73,2,1,2,1,2,1,2,2,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,88,2,2,0,4,54,1,1,0,0,1,1,0,4,0,1,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,94,0,0,1,5,81,2,1,0,0,1,1,0,5,0,1,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,87,1,2,0,9,54,1,1,3,1,0,1,2,4,0,1,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
20,61,1,2,0,6,52,2,1,2,1,1,0,0,2,0,2,2,1,60,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
10,69,2,2,1,5,65,1,1,0,2,2,0,2,3,0,1,2,0,60,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
29,63,1,1,1,9,97,0,0,3,2,0,1,0,3,0,1,2,1,66,2,
20,83,2,1,1,5,85,2,1,1,0,0,1,1,2,0,0,0,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,90,1,1,0,9,50,1,1,4,2,2,0,1,3,0,1,1,1,67,0,
26,64,2,2,0,5,64,2,1,2,0,2,1,0,1,0,1,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
14,94,2,2,0,5,51,2,1,0,2,0,1,1,3,0,0,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,82,0,1,0,7,65,0,1,1,2,0,1,0,3,0,1,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
18,88,0,1,1,6,84,2,1,1,2,0,1,2,3,0,2,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
25,99,0,2,1,7,88,2,1,3,1,2,0,2,4,0,0,1,0,75,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
7,63,0,0,1,10,90,2,1,0,1,2,0,2,2,1,1,1,1,86,2,
19,96,2,2,1,7,95,0,1,3,2,0,0,0,3,0,0,2,0,73,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
16,65,2,1,0,9,68,2,1,1,0,2,1,1,3,0,1,1,1,61,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,76,0,0,0,7,93,2,1,0,2,2,0,0,6,0,1,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,94,2,0,0,8,86,2,1,1,1,0,1,1,0,0,0,0,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
16,96,2,2,1,4,77,0,1,1,0,0,1,2,2,0,1,2,1,71,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,80,0,2,1,8,98,0,1,2,2,0,0,2,4,0,2,2,1,71,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,84,2,2,0,8,97,0,1,2,2,2,1,1,1,1,0,2,1,68,0,
15,88,0,0,1,6,95,2,1,2,1,2,1,0,4,0,1,2,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
25,93,2,2,1,10,60,1,1,1,2,2,1,2,3,0,0,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,65,2,0,1,6,60,1,1,0,2,0,0,1,3,0,1,1,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
3,92,0,1,1,5,95,0,1,3,2,2,1,1,1,0,2,2,0,67,3,
18,79,2,2,0,8,70,0,1,3,2,2,1,2,3,0,0,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
14,78,0,0,1,5,90,2,1,1,2,2,1,1,3,0,2,2,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
10,77,0,0,0,7,84,1,1,2,1,0,0,1,1,0,1,0,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
13,80,2,0,0,9,88,2,1,1,0,0,1,2,3,0,2,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,98,1,0,1,8,51,2,1,0,2,2,1,1,3,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,82,2,0,0,7,71,1,1,1,2,0,1,1,3,0,1,2,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,98,2,2,1,6,93,2,1,4,1,2,1,1,4,0,1,2,0,73,3,
16,67,0,2,1,9,74,2,1,1,0,0,1,2,3,0,2,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,89,1,2,0,5,85,1,1,0,1,2,1,2,3,0,2,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,92,1,2,1,8,88,0,0,1,0,2,1,1,3,0,1,2,0,68,3,
16,87,1,2,1,10,56,1,1,2,2,0,0,1,0,0,2,1,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
13,84,2,2,1,8,58,0,1,2,1,1,1,1,3,0,2,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
9,83,0,1,1,7,86,2,1,0,1,2,1,0,1,0,0,0,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
18,94,1,1,1,7,53,1,1,3,2,0,0,1,2,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,93,2,0,1,6,67,0,1,1,2,0,1,2,3,0,2,2,0,73,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,65,2,1,1,6,96,2,1,2,2,0,0,1,2,0,2,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,94,0,1,0,7,79,0,1,2,0,2,0,1,4,0,1,2,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
14,77,0,2,1,8,96,2,1,3,2,2,1,1,2,0,2,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,70,0,2,1,9,65,2,1,3,2,1,0,2,3,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,95,1,2,1,4,82,0,1,2,1,2,1,0,3,0,1,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
25,77,2,1,0,4,64,1,1,3,1,2,1,1,4,1,0,2,0,65,1,
14,92,0,1,1,9,56,1,1,1,2,2,1,1,4,0,1,1,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
15,71,0,0,0,7,100,1,1,2,1,1,1,1,4,0,1,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
11,60,2,0,0,7,59,0,1,2,1,2,1,2,1,0,0,1,1,60,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,80,0,1,1,8,59,2,1,0,0,0,1,0,4,0,0,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,64,0,2,1,7,92,1,1,2,1,0,0,2,4,0,0,1,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,90,2,2,1,10,90,1,1,3,1,2,1,2,5,0,1,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,71,1,0,0,8,99,2,0,1,2,2,1,2,3,0,0,2,1,68,0,
23,78,2,2,1,6,54,0,1,0,1,2,1,1,3,0,2,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
13,63,0,2,0,6,55,0,1,0,2,1,1,2,4,0,2,2,1,62,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,71,2,2,0,7,72,0,1,0,0,0,1,2,5,0,0,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,91,0,2,0,6,80,2,1,0,1,2,0,2,3,0,2,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
28,66,2,2,0,10,52,1,1,0,1,0,1,2,3,0,1,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
13,86,1,2,0,7,58,2,0,0,2,2,0,2,3,0,1,2,1,63,0,
25,87,0,2,1,8,83,2,1,0,2,0,0,2,4,0,0,1,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
31,92,2,2,1,9,54,2,0,1,1,2,0,2,3,0,0,2,1,71,2,
18,64,1,0,1,9,97,2,1,2,2,2,1,0,3,0,1,1,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,70,0,0,0,6,63,1,0,0,1,2,1,1,3,0,1,2,1,65,0,
34,96,2,2,1,5,94,0,1,1,2,0,1,0,5,1,1,1,0,75,3,
16,89,0,2,0,9,96,2,1,2,2,1,1,2,3,0,0,0,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
11,86,2,2,0,5,75,2,1,1,2,1,1,1,4,0,2,1,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
9,87,1,1,0,8,71,1,0,0,1,0,1,1,1,0,0,1,1,60,0,
24,77,2,2,1,6,64,2,1,2,0,2,1,2,4,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
9,62,0,0,1,9,90,0,1,4,0,2,1,1,4,0,0,0,1,65,2,
18,91,1,2,1,5,60,1,1,0,0,0,0,2,4,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,87,0,1,0,6,81,1,1,5,2,0,0,1,2,0,1,0,0,70,1,
21,79,2,1,1,8,78,1,1,1,1,0,1,2,4,0,0,1,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,96,2,2,1,8,62,2,1,0,1,0,1,1,4,0,1,1,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,73,2,2,1,9,99,2,1,2,2,0,1,1,3,0,2,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,72,0,2,1,8,92,1,1,1,2,2,1,0,2,0,1,2,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,95,2,2,1,8,51,2,1,5,2,2,0,2,4,0,0,2,0,70,3,
16,92,2,1,0,9,71,0,1,2,1,2,0,1,2,0,1,1,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,81,0,2,0,5,68,1,0,0,2,0,1,2,3,0,1,2,0,65,1,
25,65,1,2,0,6,94,2,1,1,1,0,1,0,4,0,0,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,69,1,2,1,5,63,2,1,1,0,2,0,1,2,0,1,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,86,1,2,1,4,100,2,1,0,1,0,1,0,3,0,2,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
27,75,2,2,0,8,60,2,1,4,2,2,1,2,2,0,2,1,0,69,1,
13,93,2,0,0,9,62,1,1,0,1,2,0,1,3,0,1,1,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
30,98,0,0,1,8,83,0,0,1,1,0,1,1,3,0,1,2,0,76,3,
29,92,2,0,0,8,58,1,1,2,2,1,0,1,3,0,0,2,1,72,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,75,2,1,0,7,94,2,1,2,2,0,1,0,4,0,1,2,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
31,92,0,2,1,7,55,2,1,3,1,0,1,2,3,0,1,2,1,74,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
10,74,2,2,1,10,99,0,1,2,2,0,1,1,3,0,0,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,67,0,0,1,9,94,2,1,2,1,1,0,2,3,0,1,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
16,61,2,0,0,6,92,0,1,4,0,0,1,1,3,0,1,2,1,66,0,
24,75,1,0,1,9,70,0,1,5,0,0,1,0,5,0,0,2,0,71,3,
14,96,2,1,0,9,76,2,1,0,1,0,1,1,3,0,1,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,70,1,0,0,8,73,0,1,1,1,1,1,0,2,0,2,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
28,68,1,0,1,8,99,2,1,1,0,2,1,1,3,0,1,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,99,2,1,1,8,52,1,1,1,1,0,1,0,2,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
14,91,1,2,0,5,98,0,1,0,0,0,1,1,3,0,1,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,61,2,2,0,5,70,2,1,2,1,1,1,1,2,0,0,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,97,2,0,1,5,82,0,1,1,1,0,1,0,5,0,0,1,1,73,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,66,1,0,1,4,95,0,1,2,0,2,1,1,2,0,1,1,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,82,2,0,0,6,65,1,1,4,1,2,0,2,3,0,1,1,0,67,1,
8,71,0,2,1,8,97,2,1,3,2,2,0,1,1,1,1,2,0,63,3,
14,63,2,2,1,8,64,0,1,1,1,2,1,1,3,0,1,1,1,61,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
31,62,2,2,1,8,91,0,1,4,0,0,1,2,4,0,1,1,1,71,2,
12,65,1,2,1,6,64,2,1,1,2,2,1,2,3,0,0,2,0,61,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,63,2,1,1,7,54,1,1,1,2,2,0,2,3,0,0,1,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,90,0,0,1,8,91,2,1,1,0,0,0,1,4,1,1,2,1,74,2,
12,79,2,2,0,8,73,2,1,2,2,2,0,1,4,0,1,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,74,1,1,1,6,70,1,1,2,1,0,1,2,3,0,1,1,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,77,1,1,0,7,71,2,1,1,2,0,1,1,4,0,2,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
37,96,0,2,1,7,63,2,1,0,2,0,0,2,4,0,1,2,1,76,2,
10,89,2,2,1,6,62,2,1,4,1,2,1,2,3,0,2,1,1,67,2,
26,95,2,0,0,9,74,1,1,3,1,2,0,1,3,1,1,2,0,71,1,
19,73,0,2,0,6,52,2,1,1,2,2,1,2,3,0,1,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,75,1,1,1,7,82,2,1,3,2,0,0,0,4,0,2,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,85,2,2,1,6,91,1,1,1,1,0,1,1,3,0,1,0,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,85,0,1,1,6,86,1,1,3,0,0,0,1,2,0,1,0,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,79,2,1,0,8,73,2,1,1,1,1,1,1,2,0,1,2,0,64,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
9,76,1,0,0,6,78,1,0,0,2,2,1,0,4,1,2,2,1,60,0,
22,93,0,2,1,4,96,0,1,1,0,1,0,2,2,0,0,2,1,73,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,77,2,2,1,8,78,1,1,2,0,0,0,2,3,0,1,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,89,0,2,0,7,66,2,1,0,1,2,1,1,5,1,0,2,1,70,0,
22,71,2,2,0,7,65,1,1,1,1,2,1,1,3,0,0,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,64,0,1,1,7,83,0,1,2,1,1,1,1,3,0,1,1,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
15,74,0,2,1,8,79,2,1,0,0,2,1,0,3,0,0,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,76,2,2,0,7,59,1,1,0,1,2,1,1,2,0,0,2,0,62,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
29,93,2,2,1,7,84,2,1,0,0,2,1,1,3,0,0,1,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,74,2,1,1,5,65,0,0,1,1,0,1,2,3,0,1,2,1,64,2,
20,83,2,2,1,7,75,2,1,0,2,2,1,1,4,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
15,63,0,0,1,9,63,1,0,4,0,0,0,0,3,0,0,2,1,64,2,
27,67,1,2,0,6,54,2,1,0,2,1,0,0,2,0,1,0,1,61,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,96,2,0,1,5,69,2,1,1,1,2,1,2,4,0,1,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
32,84,2,2,1,8,87,2,0,2,2,2,1,2,1,0,1,0,1,70,2,
15,98,2,0,0,8,61,2,1,4,1,2,1,2,2,0,1,1,0,70,1,
18,100,2,2,0,6,88,2,1,2,2,2,1,1,2,0,0,1,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,75,0,0,0,7,83,1,1,1,2,2,1,2,2,0,0,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,72,2,2,0,7,75,2,1,3,0,2,0,1,2,0,0,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
19,94,0,0,0,7,99,2,1,0,1,2,1,1,1,1,1,2,1,70,0,
15,100,0,0,0,8,94,0,1,2,2,0,1,0,3,0,0,2,1,73,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,85,0,2,0,6,78,1,1,2,2,0,1,1,1,0,1,0,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,92,2,0,0,8,78,0,1,0,2,2,1,1,3,0,1,2,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
15,91,1,2,0,6,64,1,1,1,1,0,1,2,3,1,1,2,1,64,0,
28,74,2,2,0,9,96,1,1,0,2,2,0,1,3,0,1,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,83,2,2,0,10,95,2,1,0,0,1,0,1,4,0,1,1,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,93,0,1,0,6,87,2,1,1,1,0,1,2,2,0,1,2,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
23,61,2,0,1,8,85,2,1,1,2,0,0,2,0,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,73,2,0,0,7,63,2,1,2,2,2,1,1,5,0,2,1,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,66,2,0,1,8,59,1,1,4,2,2,1,2,3,0,0,2,1,66,2,
7,69,1,2,1,6,88,2,1,0,1,0,0,0,4,0,2,2,0,61,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
25,96,1,2,0,7,98,2,1,0,1,2,1,2,2,0,1,2,0,71,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
11,61,0,1,1,6,55,2,1,5,0,1,1,1,3,0,1,0,1,60,2,
29,69,2,2,1,7,58,2,1,1,1,1,1,2,2,0,0,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,72,1,1,1,5,61,1,1,1,2,2,0,0,4,0,0,1,1,61,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,85,2,2,1,7,98,0,1,2,2,2,1,0,3,1,1,1,0,68,3,
16,81,2,0,1,5,85,0,0,2,1,2,1,2,3,0,0,2,1,68,2,
18,69,2,2,1,6,84,2,1,2,1,2,1,2,4,0,1,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
29,67,0,1,0,7,75,2,0,3,1,2,1,1,1,0,1,2,0,65,1,
5,69,2,2,1,8,77,2,0,2,1,0,1,0,2,0,0,2,0,60,3,
28,80,1,2,0,8,65,1,1,2,1,2,0,1,2,0,0,2,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,71,0,2,0,8,58,2,0,2,1,2,1,0,4,0,0,2,0,65,1,
